Item#,Total sales,hour 1,hour 2,hour 3,hour 4,hour 5,hour 6,hour 7,hour 8,hour 9,hour 10,hour 11,hour 12,hour 13,hour 14,hour 15,hour 16,hour 17,hour 18,hour 19,hour 20,hour 21,hour 22,hour 23,hour 24
470,4301,0.131,0.003,0.077,0.024,0.053,0.079,0.045,0.004,0.065,0.010,0.004,0.046,0.013,0.020,0.049,0.050,0.045,0.030,0.000,0.032,0.025,0.009,0.013,0.004
471,3210,0.100,0.083,0.021,0.040,0.010,0.015,0.020,0.030,0.015,0.079,0.006,0.023,0.011,0.024,0.025,0.046,0.050,0.037,0.019,0.046,0.001,0.013,0.040,0.025
472,3855,0.120,0.081,0.082,0.058,0.011,0.038,0.035,0.030,0.043,0.015,0.075,0.061,0.071,0.021,0.047,0.034,0.046,0.036,0.034,0.007,0.031,0.025,0.000,0.000
473,3818,0.115,0.065,0.043,0.023,0.043,0.071,0.047,0.049,0.003,0.004,0.001,0.004,0.036,0.110,0.040,0.021,0.022,0.024,0.024,0.010,0.010,0.049,0.001,0.045
474,6157,0.116,0.026,0.018,0.079,0.026,0.046,0.060,0.007,0.025,0.006,0.040,0.056,0.067,0.155,0.040,0.033,0.033,0.023,0.037,0.008,0.003,0.019,0.046,0.025
475,3535,0.143,0.023,0.010,0.040,0.048,0.023,0.000,0.063,0.065,0.082,0.059,0.065,0.024,0.028,0.022,0.043,0.034,0.046,0.046,0.030,0.024,0.023,0.033,0.025
476,4153,0.142,0.066,0.079,0.017,0.083,0.057,0.064,0.076,0.059,0.015,0.047,0.012,0.010,0.069,0.047,0.035,0.037,0.039,0.041,0.005,0.002,0.000,0.000,0.000
477,4529,0.132,0.040,0.074,0.083,0.050,0.081,0.060,0.049,0.004,0.059,0.055,0.013,0.019,0.174,0.045,0.045,0.016,0.000,0.000,0.000,0.000,0.000,0.000,0.000
478,4377,0.139,0.063,0.011,0.053,0.033,0.042,0.046,0.010,0.020,0.053,0.049,0.075,0.067,0.099,0.046,0.044,0.026,0.041,0.038,0.020,0.019,0.005,0.000,0.000
479,9163,0.148,0.051,0.004,0.028,0.011,0.060,0.064,0.011,0.053,0.078,0.040,0.026,0.044,0.263,0.025,0.030,0.023,0.025,0.016,0.000,0.000,0.000,0.000,0.000
480,3028,0.140,0.018,0.043,0.053,0.072,0.060,0.043,0.003,0.078,0.073,0.058,0.030,0.019,0.007,0.029,0.042,0.031,0.045,0.047,0.037,0.003,0.002,0.041,0.026
481,9586,0.101,0.003,0.007,0.049,0.047,0.040,0.075,0.003,0.007,0.006,0.056,0.049,0.046,0.197,0.029,0.031,0.035,0.039,0.013,0.011,0.020,0.009,0.030,0.039
482,4623,0.149,0.033,0.047,0.025,0.082,0.002,0.075,0.019,0.046,0.002,0.049,0.031,0.024,0.011,0.022,0.023,0.044,0.028,0.011,0.031,0.022,0.044,0.022,0.010
483,3492,0.120,0.046,0.057,0.043,0.044,0.037,0.048,0.067,0.017,0.009,0.079,0.007,0.028,0.039,0.048,0.020,0.030,0.028,0.041,0.043,0.045,0.040,0.009,0.019
484,5546,0.104,0.032,0.012,0.064,0.022,0.037,0.020,0.000,0.048,0.011,0.005,0.060,0.077,0.010,0.035,0.025,0.035,0.026,0.021,0.029,0.045,0.039,0.043,0.038
485,3724,0.129,0.069,0.040,0.003,0.008,0.007,0.013,0.045,0.039,0.048,0.026,0.015,0.044,0.109,0.049,0.029,0.038,0.039,0.044,0.016,0.049,0.033,0.025,0.026
486,3453,0.136,0.044,0.074,0.043,0.079,0.058,0.056,0.004,0.051,0.081,0.044,0.033,0.025,0.102,0.041,0.025,0.040,0.043,0.020,0.000,0.000,0.000,0.000,0.000
487,3788,0.135,0.041,0.057,0.013,0.068,0.082,0.039,0.071,0.005,0.022,0.042,0.027,0.018,0.013,0.037,0.034,0.043,0.047,0.013,0.031,0.049,0.015,0.035,0.046
488,5021,0.110,0.082,0.065,0.072,0.063,0.073,0.046,0.078,0.070,0.061,0.073,0.066,0.059,0.082,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
489,2939,0.103,0.061,0.011,0.011,0.073,0.022,0.075,0.009,0.063,0.045,0.021,0.078,0.040,0.024,0.025,0.028,0.020,0.049,0.010,0.004,0.017,0.025,0.047,0.003
490,3064,0.116,0.003,0.030,0.007,0.037,0.032,0.043,0.035,0.045,0.002,0.012,0.028,0.070,0.043,0.027,0.026,0.049,0.047,0.022,0.046,0.013,0.021,0.047,0.040
491,3461,0.149,0.042,0.081,0.033,0.046,0.074,0.018,0.055,0.076,0.016,0.030,0.010,0.050,0.139,0.022,0.023,0.045,0.041,0.005,0.009,0.023,0.008,0.004,0.000
492,3074,0.145,0.050,0.015,0.022,0.043,0.023,0.069,0.050,0.077,0.019,0.080,0.002,0.056,0.086,0.040,0.024,0.043,0.043,0.045,0.046,0.021,0.000,0.000,0.000
493,3266,0.133,0.058,0.033,0.008,0.079,0.012,0.056,0.028,0.020,0.012,0.038,0.028,0.012,0.216,0.027,0.037,0.042,0.032,0.050,0.029,0.026,0.014,0.009,0.000
494,4341,0.127,0.027,0.021,0.076,0.005,0.049,0.047,0.058,0.047,0.008,0.051,0.078,0.014,0.104,0.025,0.024,0.031,0.038,0.032,0.039,0.050,0.009,0.033,0.002
495,8089,0.111,0.052,0.026,0.011,0.007,0.007,0.039,0.066,0.034,0.036,0.068,0.045,0.071,0.015,0.027,0.032,0.049,0.031,0.026,0.047,0.046,0.026,0.002,0.048
496,2916,0.113,0.077,0.013,0.040,0.011,0.016,0.080,0.018,0.047,0.063,0.034,0.079,0.004,0.064,0.025,0.040,0.027,0.046,0.002,0.008,0.033,0.014,0.045,0.013
497,5722,0.115,0.054,0.074,0.073,0.073,0.075,0.030,0.018,0.030,0.038,0.003,0.035,0.071,0.032,0.026,0.029,0.042,0.041,0.038,0.012,0.044,0.026,0.020,0.000
498,3953,0.102,0.031,0.068,0.015,0.065,0.040,0.082,0.023,0.021,0.070,0.011,0.023,0.053,0.029,0.032,0.050,0.044,0.045,0.024,0.020,0.017,0.006,0.030,0.033
499,3295,0.141,0.004,0.018,0.052,0.045,0.076,0.043,0.054,0.071,0.061,0.013,0.052,0.061,0.014,0.023,0.049,0.047,0.049,0.045,0.007,0.038,0.038,0.000,0.000
500,7207,0.145,0.027,0.048,0.080,0.021,0.076,0.018,0.061,0.012,0.071,0.075,0.011,0.018,0.189,0.046,0.022,0.024,0.022,0.031,0.003,0.000,0.000,0.000,0.000
501,3758,0.126,0.015,0.039,0.082,0.065,0.023,0.059,0.023,0.060,0.008,0.005,0.008,0.011,0.053,0.021,0.049,0.025,0.025,0.049,0.042,0.007,0.041,0.005,0.022
502,4074,0.122,0.037,0.078,0.042,0.010,0.006,0.003,0.047,0.025,0.057,0.006,0.077,0.077,0.064,0.021,0.035,0.027,0.037,0.006,0.046,0.013,0.023,0.030,0.007
503,4393,0.136,0.063,0.035,0.017,0.070,0.026,0.000,0.025,0.061,0.068,0.045,0.060,0.061,0.333,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
504,3212,0.117,0.012,0.072,0.071,0.001,0.064,0.013,0.063,0.002,0.032,0.044,0.004,0.074,0.021,0.026,0.039,0.037,0.041,0.034,0.035,0.032,0.030,0.041,0.023
505,9646,0.143,0.020,0.053,0.058,0.042,0.075,0.030,0.081,0.050,0.020,0.080,0.068,0.066,0.073,0.028,0.045,0.034,0.024,0.007,0.000,0.000,0.000,0.000,0.000
506,3984,0.125,0.053,0.080,0.040,0.060,0.033,0.019,0.073,0.029,0.064,0.025,0.073,0.028,0.029,0.037,0.047,0.048,0.027,0.033,0.001,0.034,0.014,0.025,0.000
507,3462,0.125,0.057,0.047,0.034,0.002,0.017,0.074,0.021,0.073,0.025,0.067,0.027,0.044,0.079,0.042,0.036,0.048,0.035,0.008,0.017,0.031,0.006,0.039,0.032
508,6545,0.150,0.071,0.008,0.053,0.007,0.051,0.078,0.073,0.070,0.073,0.047,0.064,0.024,0.026,0.036,0.038,0.042,0.027,0.030,0.032,0.000,0.000,0.000,0.000
509,3106,0.114,0.002,0.077,0.081,0.078,0.050,0.056,0.035,0.010,0.002,0.002,0.024,0.066,0.062,0.034,0.032,0.031,0.022,0.030,0.013,0.006,0.027,0.015,0.026
510,5037,0.134,0.038,0.079,0.055,0.027,0.021,0.072,0.021,0.024,0.005,0.055,0.083,0.060,0.190,0.020,0.046,0.032,0.039,0.000,0.000,0.000,0.000,0.000,0.000
511,9558,0.111,0.065,0.026,0.008,0.077,0.008,0.066,0.012,0.052,0.062,0.073,0.073,0.009,0.043,0.031,0.031,0.021,0.033,0.012,0.045,0.009,0.008,0.048,0.013
512,6047,0.123,0.057,0.070,0.079,0.015,0.056,0.060,0.077,0.057,0.049,0.013,0.013,0.043,0.153,0.026,0.042,0.024,0.033,0.006,0.001,0.000,0.000,0.000,0.000
513,4225,0.131,0.054,0.021,0.024,0.008,0.026,0.018,0.011,0.054,0.076,0.049,0.048,0.023,0.030,0.029,0.026,0.043,0.024,0.032,0.036,0.021,0.005,0.008,0.038
514,3241,0.133,0.041,0.049,0.080,0.027,0.060,0.072,0.049,0.032,0.022,0.013,0.043,0.040,0.038,0.043,0.048,0.041,0.043,0.041,0.050,0.034,0.000,0.000,0.000
515,2708,0.140,0.032,0.053,0.061,0.047,0.069,0.052,0.056,0.068,0.051,0.005,0.070,0.045,0.019,0.041,0.033,0.022,0.039,0.022,0.044,0.032,0.000,0.000,0.000
516,4312,0.104,0.060,0.012,0.061,0.002,0.071,0.061,0.024,0.052,0.081,0.003,0.060,0.031,0.054,0.049,0.027,0.031,0.046,0.017,0.023,0.033,0.019,0.049,0.029
517,4269,0.148,0.017,0.081,0.035,0.047,0.024,0.030,0.041,0.058,0.009,0.064,0.083,0.057,0.025,0.044,0.028,0.032,0.036,0.046,0.029,0.009,0.035,0.020,0.000
518,3600,0.142,0.015,0.010,0.018,0.008,0.061,0.005,0.062,0.066,0.067,0.023,0.042,0.073,0.236,0.031,0.023,0.039,0.043,0.016,0.002,0.002,0.019,0.000,0.000
519,7857,0.108,0.076,0.035,0.051,0.053,0.001,0.049,0.058,0.006,0.071,0.016,0.049,0.004,0.054,0.039,0.034,0.034,0.031,0.039,0.045,0.007,0.025,0.035,0.030
520,6532,0.123,0.040,0.004,0.057,0.071,0.028,0.057,0.047,0.028,0.060,0.076,0.043,0.043,0.084,0.040,0.025,0.048,0.038,0.009,0.026,0.036,0.018,0.000,0.000
521,6219,0.102,0.037,0.074,0.061,0.014,0.023,0.059,0.027,0.010,0.003,0.007,0.066,0.007,0.033,0.030,0.023,0.028,0.023,0.033,0.015,0.002,0.019,0.020,0.011
522,5609,0.131,0.033,0.030,0.032,0.081,0.048,0.022,0.032,0.047,0.071,0.079,0.073,0.021,0.202,0.043,0.043,0.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000
523,7210,0.110,0.068,0.041,0.060,0.065,0.000,0.037,0.001,0.027,0.058,0.002,0.002,0.018,0.146,0.022,0.024,0.042,0.049,0.034,0.037,0.030,0.015,0.018,0.025
524,4017,0.115,0.057,0.042,0.020,0.001,0.077,0.057,0.065,0.048,0.046,0.014,0.014,0.049,0.041,0.039,0.025,0.041,0.038,0.011,0.025,0.038,0.032,0.026,0.014
525,3124,0.118,0.048,0.001,0.023,0.053,0.003,0.058,0.082,0.062,0.057,0.017,0.079,0.053,0.067,0.037,0.040,0.039,0.050,0.040,0.032,0.038,0.004,0.000,0.000
526,7703,0.111,0.069,0.005,0.080,0.071,0.014,0.045,0.066,0.071,0.063,0.012,0.073,0.064,0.125,0.032,0.045,0.043,0.012,0.000,0.000,0.000,0.000,0.000,0.000
527,7900,0.123,0.004,0.028,0.049,0.017,0.024,0.073,0.059,0.011,0.007,0.013,0.029,0.017,0.052,0.041,0.043,0.045,0.028,0.018,0.021,0.022,0.011,0.047,0.017
528,5650,0.135,0.060,0.012,0.031,0.047,0.014,0.063,0.051,0.074,0.042,0.078,0.007,0.070,0.153,0.039,0.029,0.039,0.045,0.002,0.008,0.000,0.000,0.000,0.000
529,4573,0.120,0.048,0.025,0.058,0.049,0.069,0.076,0.028,0.019,0.076,0.024,0.069,0.004,0.053,0.037,0.033,0.045,0.039,0.040,0.020,0.019,0.018,0.029,0.000
530,7571,0.143,0.062,0.058,0.043,0.009,0.063,0.041,0.075,0.077,0.077,0.045,0.015,0.033,0.019,0.046,0.031,0.021,0.029,0.012,0.007,0.003,0.029,0.016,0.019
531,3023,0.142,0.042,0.059,0.020,0.042,0.026,0.005,0.052,0.057,0.074,0.075,0.043,0.018,0.015,0.044,0.041,0.037,0.047,0.001,0.044,0.040,0.044,0.033,0.000
532,2967,0.139,0.063,0.044,0.050,0.033,0.023,0.026,0.051,0.045,0.010,0.030,0.033,0.068,0.357,0.024,0.006,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
533,3163,0.140,0.019,0.013,0.025,0.019,0.069,0.044,0.037,0.016,0.054,0.011,0.054,0.074,0.020,0.047,0.022,0.025,0.045,0.000,0.026,0.040,0.009,0.045,0.032
534,4815,0.115,0.007,0.045,0.027,0.024,0.048,0.058,0.031,0.083,0.066,0.058,0.046,0.048,0.019,0.036,0.048,0.044,0.040,0.000,0.016,0.034,0.034,0.050,0.025
535,3186,0.148,0.052,0.019,0.025,0.018,0.002,0.074,0.002,0.077,0.055,0.054,0.041,0.033,0.011,0.038,0.022,0.021,0.026,0.037,0.013,0.010,0.030,0.048,0.015
536,3838,0.102,0.042,0.031,0.071,0.060,0.067,0.004,0.072,0.062,0.010,0.029,0.073,0.027,0.043,0.032,0.043,0.033,0.048,0.047,0.020,0.047,0.035,0.000,0.000
537,3177,0.113,0.037,0.018,0.072,0.053,0.070,0.052,0.059,0.035,0.064,0.016,0.028,0.022,0.018,0.032,0.035,0.029,0.027,0.012,0.001,0.004,0.002,0.046,0.035
538,3950,0.142,0.050,0.021,0.034,0.024,0.043,0.060,0.078,0.036,0.004,0.026,0.063,0.048,0.053,0.021,0.041,0.041,0.033,0.009,0.012,0.035,0.035,0.001,0.040
539,4633,0.101,0.058,0.044,0.038,0.010,0.028,0.003,0.005,0.045,0.019,0.064,0.007,0.040,0.079,0.040,0.034,0.045,0.040,0.040,0.047,0.028,0.001,0.021,0.027
540,5315,0.147,0.059,0.073,0.068,0.043,0.068,0.077,0.068,0.022,0.076,0.083,0.028,0.005,0.184,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
541,5310,0.135,0.068,0.063,0.043,0.017,0.048,0.034,0.016,0.002,0.017,0.021,0.046,0.060,0.021,0.031,0.036,0.050,0.023,0.017,0.014,0.006,0.034,0.034,0.048
542,5143,0.117,0.064,0.029,0.026,0.009,0.052,0.070,0.004,0.040,0.062,0.078,0.033,0.043,0.018,0.030,0.045,0.045,0.024,0.023,0.027,0.005,0.019,0.010,0.015
543,4729,0.103,0.026,0.031,0.074,0.081,0.032,0.052,0.082,0.025,0.065,0.015,0.056,0.009,0.082,0.025,0.027,0.043,0.040,0.006,0.038,0.040,0.021,0.024,0.004
544,3225,0.110,0.007,0.075,0.038,0.044,0.036,0.056,0.027,0.039,0.078,0.055,0.017,0.017,0.032,0.038,0.028,0.043,0.033,0.016,0.043,0.014,0.049,0.027,0.037
545,4084,0.130,0.077,0.032,0.057,0.042,0.069,0.079,0.017,0.028,0.031,0.034,0.061,0.056,0.014,0.034,0.021,0.027,0.029,0.047,0.030,0.013,0.035,0.023,0.000
546,3482,0.117,0.079,0.080,0.077,0.020,0.073,0.034,0.032,0.001,0.041,0.030,0.008,0.026,0.105,0.044,0.033,0.037,0.040,0.036,0.029,0.042,0.015,0.000,0.000
547,6682,0.145,0.027,0.066,0.035,0.011,0.054,0.075,0.071,0.036,0.043,0.047,0.042,0.075,0.034,0.050,0.028,0.027,0.037,0.033,0.020,0.040,0.004,0.000,0.000
548,8068,0.113,0.034,0.068,0.018,0.000,0.021,0.035,0.060,0.046,0.046,0.054,0.010,0.028,0.030,0.041,0.047,0.040,0.020,0.026,0.034,0.024,0.035,0.001,0.027
549,2976,0.106,0.067,0.057,0.032,0.075,0.018,0.067,0.020,0.073,0.077,0.070,0.064,0.031,0.062,0.033,0.042,0.042,0.049,0.013,0.000,0.000,0.000,0.000,0.000
550,3447,0.104,0.008,0.046,0.038,0.028,0.024,0.073,0.053,0.025,0.025,0.039,0.054,0.044,0.039,0.044,0.034,0.028,0.037,0.029,0.026,0.006,0.045,0.046,0.045
551,4384,0.119,0.079,0.041,0.036,0.038,0.023,0.082,0.037,0.004,0.065,0.051,0.001,0.066,0.038,0.037,0.040,0.036,0.026,0.023,0.046,0.018,0.016,0.038,0.034
552,4458,0.120,0.057,0.021,0.052,0.014,0.074,0.063,0.038,0.002,0.012,0.080,0.033,0.060,0.039,0.041,0.037,0.026,0.027,0.039,0.024,0.043,0.039,0.047,0.000
553,7090,0.133,0.056,0.019,0.045,0.069,0.008,0.032,0.012,0.044,0.034,0.007,0.027,0.012,0.014,0.044,0.038,0.021,0.049,0.028,0.010,0.002,0.016,0.000,0.024
554,4626,0.139,0.049,0.035,0.016,0.007,0.036,0.063,0.071,0.067,0.083,0.022,0.035,0.065,0.106,0.040,0.044,0.031,0.022,0.003,0.036,0.029,0.001,0.000,0.000
555,5100,0.108,0.015,0.082,0.015,0.074,0.008,0.066,0.072,0.046,0.024,0.037,0.033,0.009,0.184,0.026,0.050,0.041,0.023,0.012,0.030,0.038,0.010,0.000,0.000
556,8466,0.141,0.036,0.050,0.048,0.050,0.030,0.072,0.042,0.042,0.055,0.023,0.069,0.074,0.046,0.032,0.047,0.030,0.044,0.022,0.012,0.016,0.017,0.000,0.000
557,5548,0.120,0.043,0.010,0.026,0.060,0.005,0.070,0.040,0.059,0.039,0.056,0.035,0.008,0.082,0.025,0.032,0.022,0.032,0.046,0.025,0.045,0.020,0.039,0.022
558,3971,0.125,0.019,0.045,0.011,0.053,0.049,0.010,0.017,0.021,0.048,0.000,0.060,0.072,0.091,0.050,0.046,0.048,0.035,0.026,0.036,0.012,0.045,0.038,0.010
559,9220,0.140,0.023,0.044,0.040,0.017,0.035,0.066,0.025,0.055,0.001,0.024,0.070,0.059,0.043,0.035,0.040,0.041,0.033,0.018,0.025,0.026,0.021,0.020,0.010
560,2811,0.139,0.070,0.014,0.080,0.054,0.022,0.001,0.059,0.009,0.021,0.025,0.021,0.018,0.139,0.047,0.035,0.040,0.033,0.033,0.032,0.029,0.011,0.047,0.021
561,3103,0.140,0.048,0.077,0.046,0.055,0.031,0.080,0.064,0.077,0.047,0.050,0.060,0.033,0.039,0.039,0.038,0.027,0.044,0.003,0.000,0.000,0.000,0.000,0.000
562,4034,0.141,0.007,0.044,0.058,0.037,0.054,0.051,0.060,0.077,0.006,0.078,0.017,0.027,0.062,0.027,0.023,0.032,0.022,0.041,0.008,0.049,0.001,0.020,0.004
563,11159,0.138,0.041,0.021,0.063,0.072,0.055,0.067,0.025,0.050,0.003,0.026,0.037,0.075,0.054,0.029,0.030,0.033,0.043,0.022,0.031,0.027,0.003,0.002,0.044
564,3091,0.135,0.023,0.000,0.066,0.010,0.065,0.065,0.017,0.019,0.069,0.081,0.058,0.076,0.013,0.026,0.042,0.034,0.036,0.003,0.042,0.049,0.030,0.017,0.015
565,3647,0.106,0.068,0.068,0.050,0.072,0.034,0.020,0.077,0.023,0.063,0.077,0.037,0.082,0.138,0.029,0.038,0.017,0.000,0.000,0.000,0.000,0.000,0.000,0.000
566,3503,0.129,0.023,0.036,0.068,0.078,0.011,0.033,0.022,0.011,0.069,0.047,0.032,0.032,0.082,0.033,0.046,0.031,0.028,0.030,0.035,0.033,0.036,0.019,0.002
567,2687,0.103,0.026,0.001,0.005,0.009,0.044,0.011,0.046,0.042,0.021,0.009,0.007,0.067,0.011,0.039,0.033,0.021,0.033,0.025,0.032,0.017,0.035,0.039,0.048
568,3267,0.107,0.052,0.021,0.050,0.063,0.017,0.051,0.046,0.053,0.055,0.034,0.079,0.071,0.213,0.022,0.024,0.041,0.002,0.000,0.000,0.000,0.000,0.000,0.000
569,3054,0.112,0.060,0.036,0.051,0.058,0.046,0.037,0.005,0.027,0.005,0.058,0.077,0.078,0.199,0.021,0.046,0.025,0.021,0.037,0.000,0.000,0.000,0.000,0.000
570,7566,0.143,0.075,0.062,0.049,0.015,0.009,0.062,0.008,0.044,0.058,0.048,0.006,0.024,0.011,0.049,0.030,0.034,0.037,0.028,0.008,0.011,0.004,0.038,0.045
571,3070,0.119,0.037,0.016,0.056,0.039,0.009,0.075,0.059,0.005,0.064,0.046,0.055,0.053,0.028,0.038,0.033,0.029,0.028,0.034,0.001,0.022,0.021,0.007,0.029
572,3318,0.115,0.061,0.057,0.012,0.035,0.037,0.075,0.011,0.011,0.057,0.017,0.036,0.036,0.068,0.033,0.034,0.030,0.049,0.004,0.035,0.006,0.020,0.041,0.046
573,3081,0.145,0.018,0.045,0.055,0.045,0.013,0.017,0.068,0.055,0.011,0.049,0.076,0.025,0.024,0.039,0.027,0.036,0.022,0.017,0.024,0.015,0.007,0.036,0.013
574,3974,0.145,0.074,0.008,0.054,0.061,0.003,0.015,0.066,0.034,0.006,0.066,0.039,0.069,0.069,0.033,0.027,0.040,0.033,0.036,0.014,0.041,0.048,0.020,0.000
575,4128,0.123,0.078,0.047,0.066,0.062,0.034,0.020,0.048,0.075,0.011,0.002,0.029,0.037,0.017,0.027,0.049,0.045,0.039,0.031,0.011,0.040,0.005,0.004,0.036
576,4260,0.107,0.036,0.081,0.022,0.057,0.080,0.039,0.047,0.007,0.066,0.078,0.065,0.014,0.038,0.027,0.025,0.037,0.027,0.023,0.009,0.018,0.020,0.049,0.027
577,9687,0.101,0.048,0.028,0.068,0.049,0.044,0.033,0.052,0.052,0.077,0.005,0.076,0.006,0.134,0.030,0.046,0.049,0.026,0.003,0.005,0.010,0.014,0.044,0.000
578,4202,0.124,0.039,0.061,0.049,0.074,0.047,0.029,0.072,0.032,0.001,0.060,0.033,0.024,0.082,0.034,0.038,0.027,0.021,0.020,0.006,0.045,0.036,0.014,0.032
579,2905,0.115,0.022,0.046,0.026,0.070,0.032,0.083,0.008,0.036,0.034,0.029,0.077,0.044,0.040,0.044,0.021,0.029,0.029,0.020,0.029,0.015,0.001,0.006,0.026
580,3285,0.126,0.037,0.031,0.036,0.066,0.029,0.000,0.082,0.055,0.000,0.007,0.004,0.014,0.026,0.048,0.036,0.043,0.032,0.016,0.015,0.013,0.043,0.037,0.032
581,4114,0.121,0.001,0.058,0.030,0.001,0.008,0.039,0.076,0.018,0.018,0.019,0.045,0.012,0.188,0.024,0.045,0.039,0.029,0.021,0.002,0.025,0.031,0.043,0.030
582,2959,0.137,0.068,0.046,0.043,0.015,0.069,0.003,0.013,0.032,0.074,0.004,0.069,0.060,0.084,0.037,0.044,0.021,0.044,0.010,0.040,0.045,0.008,0.005,0.029
583,9473,0.121,0.047,0.070,0.021,0.056,0.066,0.001,0.064,0.077,0.014,0.054,0.055,0.055,0.083,0.043,0.043,0.042,0.047,0.039,0.000,0.000,0.000,0.000,0.000
584,6618,0.102,0.002,0.063,0.082,0.046,0.050,0.032,0.064,0.012,0.048,0.060,0.052,0.024,0.035,0.022,0.032,0.036,0.030,0.024,0.031,0.036,0.036,0.003,0.021
585,5709,0.109,0.074,0.003,0.035,0.074,0.046,0.014,0.032,0.009,0.021,0.033,0.034,0.036,0.009,0.035,0.030,0.028,0.040,0.038,0.007,0.006,0.030,0.001,0.043
586,3288,0.150,0.045,0.004,0.050,0.008,0.012,0.052,0.083,0.033,0.013,0.047,0.017,0.019,0.048,0.033,0.041,0.032,0.026,0.027,0.037,0.034,0.039,0.034,0.022
587,4754,0.138,0.072,0.019,0.059,0.007,0.026,0.038,0.007,0.031,0.032,0.037,0.073,0.038,0.078,0.022,0.046,0.046,0.037,0.004,0.010,0.005,0.024,0.039,0.009
588,5445,0.105,0.010,0.020,0.035,0.063,0.073,0.050,0.076,0.041,0.020,0.060,0.002,0.030,0.049,0.048,0.029,0.023,0.023,0.047,0.030,0.011,0.028,0.022,0.014
589,4090,0.123,0.013,0.018,0.030,0.032,0.019,0.061,0.050,0.022,0.082,0.040,0.079,0.001,0.042,0.023,0.026,0.025,0.043,0.030,0.002,0.017,0.042,0.037,0.016
590,6931,0.123,0.054,0.075,0.019,0.024,0.069,0.016,0.075,0.035,0.070,0.011,0.063,0.035,0.062,0.035,0.027,0.031,0.026,0.011,0.038,0.012,0.014,0.011,0.035
591,5322,0.137,0.040,0.014,0.043,0.037,0.049,0.058,0.072,0.014,0.061,0.069,0.010,0.075,0.110,0.034,0.025,0.029,0.036,0.033,0.033,0.017,0.005,0.000,0.000
592,2984,0.112,0.083,0.083,0.067,0.009,0.065,0.083,0.031,0.010,0.018,0.050,0.060,0.070,0.042,0.045,0.049,0.047,0.028,0.000,0.006,0.042,0.000,0.000,0.000
593,4657,0.107,0.065,0.005,0.039,0.061,0.028,0.021,0.010,0.062,0.081,0.042,0.081,0.020,0.021,0.032,0.039,0.022,0.048,0.048,0.001,0.011,0.006,0.029,0.021
594,3353,0.118,0.066,0.054,0.067,0.003,0.042,0.018,0.014,0.032,0.035,0.029,0.078,0.016,0.108,0.045,0.030,0.024,0.034,0.005,0.049,0.048,0.049,0.037,0.000
595,5066,0.142,0.072,0.059,0.036,0.069,0.078,0.048,0.044,0.031,0.046,0.043,0.069,0.033,0.092,0.026,0.039,0.038,0.034,0.000,0.000,0.000,0.000,0.000,0.000
596,5575,0.124,0.035,0.028,0.071,0.032,0.083,0.058,0.057,0.072,0.081,0.066,0.012,0.018,0.009,0.025,0.029,0.032,0.037,0.049,0.026,0.009,0.035,0.005,0.000
597,3397,0.114,0.045,0.077,0.070,0.055,0.064,0.017,0.022,0.052,0.028,0.014,0.051,0.033,0.100,0.035,0.049,0.043,0.038,0.035,0.013,0.023,0.019,0.005,0.000
598,3472,0.131,0.071,0.067,0.012,0.048,0.083,0.062,0.019,0.051,0.021,0.009,0.029,0.001,0.055,0.048,0.029,0.036,0.038,0.041,0.010,0.009,0.013,0.012,0.002
599,5296,0.149,0.076,0.001,0.016,0.081,0.015,0.032,0.029,0.067,0.033,0.041,0.080,0.005,0.073,0.029,0.038,0.040,0.036,0.009,0.016,0.020,0.027,0.038,0.022
600,3252,0.107,0.045,0.083,0.008,0.047,0.055,0.050,0.072,0.008,0.008,0.063,0.006,0.014,0.068,0.045,0.034,0.038,0.028,0.021,0.011,0.008,0.005,0.019,0.023
601,5456,0.144,0.062,0.060,0.069,0.055,0.071,0.024,0.015,0.073,0.042,0.042,0.067,0.060,0.126,0.037,0.029,0.024,0.000,0.000,0.000,0.000,0.000,0.000,0.000
602,6855,0.132,0.030,0.009,0.060,0.069,0.021,0.042,0.077,0.075,0.044,0.054,0.042,0.067,0.231,0.047,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
603,3272,0.116,0.008,0.030,0.020,0.008,0.061,0.037,0.037,0.054,0.065,0.052,0.017,0.013,0.022,0.040,0.033,0.045,0.024,0.032,0.014,0.011,0.012,0.010,0.006
604,3311,0.127,0.037,0.007,0.067,0.053,0.071,0.071,0.019,0.072,0.011,0.025,0.003,0.070,0.168,0.033,0.049,0.035,0.027,0.028,0.018,0.009,0.000,0.000,0.000
605,3164,0.128,0.012,0.033,0.075,0.055,0.015,0.045,0.017,0.012,0.019,0.061,0.031,0.061,0.029,0.027,0.028,0.022,0.022,0.019,0.015,0.014,0.007,0.027,0.009
606,5948,0.130,0.023,0.079,0.063,0.043,0.082,0.082,0.034,0.044,0.067,0.026,0.074,0.062,0.066,0.045,0.045,0.021,0.012,0.000,0.000,0.000,0.000,0.000,0.000
